img,plate,source_img,augment_type,plate_type
1332_low.png,59-H1 528.50,1332.png,low,2line
1332_medium.png,59-H1 528.50,1332.png,medium,2line
1332_high.png,59-H1 528.50,1332.png,high,2line
1332_occluded.png,59-H1 528.50,1332.png,occluded,2line
1333_low.png,83-P2 131.73,1333.png,low,2line
1333_medium.png,83-P2 131.73,1333.png,medium,2line
1333_high.png,83-P2 131.73,1333.png,high,2line
1333_occluded.png,83-P2 131.73,1333.png,occluded,2line
1335_low.png,59-D1 202.55,1335.png,low,2line
1335_medium.png,59-D1 202.55,1335.png,medium,2line
1335_high.png,59-D1 202.55,1335.png,high,2line
1335_occluded.png,59-D1 202.55,1335.png,occluded,2line
1336_low.png,59-D1 669.74,1336.png,low,2line
1336_medium.png,59-D1 669.74,1336.png,medium,2line
1336_high.png,59-D1 669.74,1336.png,high,2line
1336_occluded.png,59-D1 669.74,1336.png,occluded,2line
1337_low.png,59-F1 474.04,1337.png,low,2line
1337_medium.png,59-F1 474.04,1337.png,medium,2line
1337_high.png,59-F1 474.04,1337.png,high,2line
1337_occluded.png,59-F1 474.04,1337.png,occluded,2line
1339_low.png,67-N1 208.86,1339.png,low,2line
1339_medium.png,67-N1 208.86,1339.png,medium,2line
1339_high.png,67-N1 208.86,1339.png,high,2line
1339_occluded.png,67-N1 208.86,1339.png,occluded,2line
1340_low.png,51-U7 4598,1340.png,low,2line
1340_medium.png,51-U7 4598,1340.png,medium,2line
1340_high.png,51-U7 4598,1340.png,high,2line
1340_occluded.png,51-U7 4598,1340.png,occluded,2line
1341_low.png,59-U1 202.74,1341.png,low,2line
1341_medium.png,59-U1 202.74,1341.png,medium,2line
1341_high.png,59-U1 202.74,1341.png,high,2line
1341_occluded.png,59-U1 202.74,1341.png,occluded,2line
1343_low.png,51-L7 4255,1343.png,low,2line
1343_medium.png,51-L7 4255,1343.png,medium,2line
1343_high.png,51-L7 4255,1343.png,high,2line
1343_occluded.png,51-L7 4255,1343.png,occluded,2line
1345_low.png,72-K1 089.89,1345.png,low,2line
1345_medium.png,72-K1 089.89,1345.png,medium,2line
1345_high.png,72-K1 089.89,1345.png,high,2line
1345_occluded.png,72-K1 089.89,1345.png,occluded,2line
1347_low.png,59-H1 330.46,1347.png,low,2line
1347_medium.png,59-H1 330.46,1347.png,medium,2line
1347_high.png,59-H1 330.46,1347.png,high,2line
1347_occluded.png,59-H1 330.46,1347.png,occluded,2line
1349_low.png,81-B1 613.86,1349.png,low,2line
1349_medium.png,81-B1 613.86,1349.png,medium,2line
1349_high.png,81-B1 613.86,1349.png,high,2line
1349_occluded.png,81-B1 613.86,1349.png,occluded,2line
1351_low.png,51-R5 2701,1351.png,low,2line
1351_medium.png,51-R5 2701,1351.png,medium,2line
1351_high.png,51-R5 2701,1351.png,high,2line
1351_occluded.png,51-R5 2701,1351.png,occluded,2line
1353_low.png,72-H7 3227,1353.png,low,2line
1353_medium.png,72-H7 3227,1353.png,medium,2line
1353_high.png,72-H7 3227,1353.png,high,2line
1353_occluded.png,72-H7 3227,1353.png,occluded,2line
1354_low.png,59-P1 526.39,1354.png,low,2line
1354_medium.png,59-P1 526.39,1354.png,medium,2line
1354_high.png,59-P1 526.39,1354.png,high,2line
1354_occluded.png,59-P1 526.39,1354.png,occluded,2line
1355_low.png,59-L2 115.00,1355.png,low,2line
1355_medium.png,59-L2 115.00,1355.png,medium,2line
1355_high.png,59-L2 115.00,1355.png,high,2line
1355_occluded.png,59-L2 115.00,1355.png,occluded,2line
1356_low.png,84-L1 325.47,1356.png,low,2line
1356_medium.png,84-L1 325.47,1356.png,medium,2line
1356_high.png,84-L1 325.47,1356.png,high,2line
1356_occluded.png,84-L1 325.47,1356.png,occluded,2line
1357_low.png,59-C2 492.00,1357.png,low,2line
1357_medium.png,59-C2 492.00,1357.png,medium,2line
1357_high.png,59-C2 492.00,1357.png,high,2line
1357_occluded.png,59-C2 492.00,1357.png,occluded,2line
1358_low.png,59-L2 324.73,1358.png,low,2line
1358_medium.png,59-L2 324.73,1358.png,medium,2line
1358_high.png,59-L2 324.73,1358.png,high,2line
1358_occluded.png,59-L2 324.73,1358.png,occluded,2line
1359_low.png,59-U1 797.51,1359.png,low,2line
1359_medium.png,59-U1 797.51,1359.png,medium,2line
1359_high.png,59-U1 797.51,1359.png,high,2line
1359_occluded.png,59-U1 797.51,1359.png,occluded,2line
1360_low.png,59-C1 496.84,1360.png,low,2line
1360_medium.png,59-C1 496.84,1360.png,medium,2line
1360_high.png,59-C1 496.84,1360.png,high,2line
1360_occluded.png,59-C1 496.84,1360.png,occluded,2line
1361_low.png,69-F2 2140,1361.png,low,2line
1361_medium.png,69-F2 2140,1361.png,medium,2line
1361_high.png,69-F2 2140,1361.png,high,2line
1361_occluded.png,69-F2 2140,1361.png,occluded,2line
1362_low.png,49-B1 208.07,1362.png,low,2line
1362_medium.png,49-B1 208.07,1362.png,medium,2line
1362_high.png,49-B1 208.07,1362.png,high,2line
1362_occluded.png,49-B1 208.07,1362.png,occluded,2line
1363_low.png,54-V1 4819,1363.png,low,2line
1363_medium.png,54-V1 4819,1363.png,medium,2line
1363_high.png,54-V1 4819,1363.png,high,2line
1363_occluded.png,54-V1 4819,1363.png,occluded,2line
1364_low.png,68-F5 5727,1364.png,low,2line
1364_medium.png,68-F5 5727,1364.png,medium,2line
1364_high.png,68-F5 5727,1364.png,high,2line
1364_occluded.png,68-F5 5727,1364.png,occluded,2line
1365_low.png,51-L3 8385,1365.png,low,2line
1365_medium.png,51-L3 8385,1365.png,medium,2line
1365_high.png,51-L3 8385,1365.png,high,2line
1365_occluded.png,51-L3 8385,1365.png,occluded,2line
1366_low.png,54-T1 5417,1366.png,low,2line
1366_medium.png,54-T1 5417,1366.png,medium,2line
1366_high.png,54-T1 5417,1366.png,high,2line
1366_occluded.png,54-T1 5417,1366.png,occluded,2line
1367_low.png,59-VA 008.43,1367.png,low,2line
1367_medium.png,59-VA 008.43,1367.png,medium,2line
1367_high.png,59-VA 008.43,1367.png,high,2line
1367_occluded.png,59-VA 008.43,1367.png,occluded,2line
1368_low.png,71-F5 2321,1368.png,low,2line
1368_medium.png,71-F5 2321,1368.png,medium,2line
1368_high.png,71-F5 2321,1368.png,high,2line
1368_occluded.png,71-F5 2321,1368.png,occluded,2line
1369_low.png,72-L2 1703,1369.png,low,2line
1369_medium.png,72-L2 1703,1369.png,medium,2line
1369_high.png,72-L2 1703,1369.png,high,2line
1369_occluded.png,72-L2 1703,1369.png,occluded,2line
1370_low.png,59-F1 075.09,1370.png,low,2line
1370_medium.png,59-F1 075.09,1370.png,medium,2line
1370_high.png,59-F1 075.09,1370.png,high,2line
1370_occluded.png,59-F1 075.09,1370.png,occluded,2line
1372_low.png,59-T1 466.85,1372.png,low,2line
1372_medium.png,59-T1 466.85,1372.png,medium,2line
1372_high.png,59-T1 466.85,1372.png,high,2line
1372_occluded.png,59-T1 466.85,1372.png,occluded,2line
1373_low.png,59-S1 757.15,1373.png,low,2line
1373_medium.png,59-S1 757.15,1373.png,medium,2line
1373_high.png,59-S1 757.15,1373.png,high,2line
1373_occluded.png,59-S1 757.15,1373.png,occluded,2line
1375_low.png,66-L3 6400,1375.png,low,2line
1375_medium.png,66-L3 6400,1375.png,medium,2line
1375_high.png,66-L3 6400,1375.png,high,2line
1375_occluded.png,66-L3 6400,1375.png,occluded,2line
1376_low.png,59-C2 593.32,1376.png,low,2line
1376_medium.png,59-C2 593.32,1376.png,medium,2line
1376_high.png,59-C2 593.32,1376.png,high,2line
1376_occluded.png,59-C2 593.32,1376.png,occluded,2line
1377_low.png,61-B1 365.88,1377.png,low,2line
1377_medium.png,61-B1 365.88,1377.png,medium,2line
1377_high.png,61-B1 365.88,1377.png,high,2line
1377_occluded.png,61-B1 365.88,1377.png,occluded,2line
1378_low.png,63-B2 227.94,1378.png,low,2line
1378_medium.png,63-B2 227.94,1378.png,medium,2line
1378_high.png,63-B2 227.94,1378.png,high,2line
1378_occluded.png,63-B2 227.94,1378.png,occluded,2line
1380_low.png,29-B1 227.01,1380.png,low,2line
1380_medium.png,29-B1 227.01,1380.png,medium,2line
1380_high.png,29-B1 227.01,1380.png,high,2line
1380_occluded.png,29-B1 227.01,1380.png,occluded,2line
1381_low.png,53-S6 2722,1381.png,low,2line
1381_medium.png,53-S6 2722,1381.png,medium,2line
1381_high.png,53-S6 2722,1381.png,high,2line
1381_occluded.png,53-S6 2722,1381.png,occluded,2line
1382_low.png,84-L1 272.71,1382.png,low,2line
1382_medium.png,84-L1 272.71,1382.png,medium,2line
1382_high.png,84-L1 272.71,1382.png,high,2line
1382_occluded.png,84-L1 272.71,1382.png,occluded,2line
1384_low.png,59-C1 058.99,1384.png,low,2line
1384_medium.png,59-C1 058.99,1384.png,medium,2line
1384_high.png,59-C1 058.99,1384.png,high,2line
1384_occluded.png,59-C1 058.99,1384.png,occluded,2line
1385_low.png,59-L1 064.58,1385.png,low,2line
1385_medium.png,59-L1 064.58,1385.png,medium,2line
1385_high.png,59-L1 064.58,1385.png,high,2line
1385_occluded.png,59-L1 064.58,1385.png,occluded,2line
1386_low.png,76-V6 3429,1386.png,low,2line
1386_medium.png,76-V6 3429,1386.png,medium,2line
1386_high.png,76-V6 3429,1386.png,high,2line
1386_occluded.png,76-V6 3429,1386.png,occluded,2line
1388_low.png,59-S1 682.87,1388.png,low,2line
1388_medium.png,59-S1 682.87,1388.png,medium,2line
1388_high.png,59-S1 682.87,1388.png,high,2line
1388_occluded.png,59-S1 682.87,1388.png,occluded,2line
1390_low.png,63-B2 163.53,1390.png,low,2line
1390_medium.png,63-B2 163.53,1390.png,medium,2line
1390_high.png,63-B2 163.53,1390.png,high,2line
1390_occluded.png,63-B2 163.53,1390.png,occluded,2line
1392_low.png,54-T1 6084,1392.png,low,2line
1392_medium.png,54-T1 6084,1392.png,medium,2line
1392_high.png,54-T1 6084,1392.png,high,2line
1392_occluded.png,54-T1 6084,1392.png,occluded,2line
1393_low.png,47-N7 6992,1393.png,low,2line
1393_medium.png,47-N7 6992,1393.png,medium,2line
1393_high.png,47-N7 6992,1393.png,high,2line
1393_occluded.png,47-N7 6992,1393.png,occluded,2line
1394_low.png,59-X1 493.69,1394.png,low,2line
1394_medium.png,59-X1 493.69,1394.png,medium,2line
1394_high.png,59-X1 493.69,1394.png,high,2line
1394_occluded.png,59-X1 493.69,1394.png,occluded,2line
1395_low.png,47-L1 099.77,1395.png,low,2line
1395_medium.png,47-L1 099.77,1395.png,medium,2line
1395_high.png,47-L1 099.77,1395.png,high,2line
1395_occluded.png,47-L1 099.77,1395.png,occluded,2line
1396_low.png,72-H1 173.59,1396.png,low,2line
1396_medium.png,72-H1 173.59,1396.png,medium,2line
1396_high.png,72-H1 173.59,1396.png,high,2line
1396_occluded.png,72-H1 173.59,1396.png,occluded,2line
1397_low.png,59-S1 957.62,1397.png,low,2line
1397_medium.png,59-S1 957.62,1397.png,medium,2line
1397_high.png,59-S1 957.62,1397.png,high,2line
1397_occluded.png,59-S1 957.62,1397.png,occluded,2line
1398_low.png,63-B7 033.23,1398.png,low,2line
1398_medium.png,63-B7 033.23,1398.png,medium,2line
1398_high.png,63-B7 033.23,1398.png,high,2line
1398_occluded.png,63-B7 033.23,1398.png,occluded,2line
1399_low.png,59-F1 497.59,1399.png,low,2line
1399_medium.png,59-F1 497.59,1399.png,medium,2line
1399_high.png,59-F1 497.59,1399.png,high,2line
1399_occluded.png,59-F1 497.59,1399.png,occluded,2line
1400_low.png,60-B3 378.46,1400.png,low,2line
1400_medium.png,60-B3 378.46,1400.png,medium,2line
1400_high.png,60-B3 378.46,1400.png,high,2line
1400_occluded.png,60-B3 378.46,1400.png,occluded,2line
1401_low.png,59-D1 088.61,1401.png,low,2line
1401_medium.png,59-D1 088.61,1401.png,medium,2line
1401_high.png,59-D1 088.61,1401.png,high,2line
1401_occluded.png,59-D1 088.61,1401.png,occluded,2line
1402_low.png,59-U1 515.95,1402.png,low,2line
1402_medium.png,59-U1 515.95,1402.png,medium,2line
1402_high.png,59-U1 515.95,1402.png,high,2line
1402_occluded.png,59-U1 515.95,1402.png,occluded,2line
1403_low.png,77-G1 257.59,1403.png,low,2line
1403_medium.png,77-G1 257.59,1403.png,medium,2line
1403_high.png,77-G1 257.59,1403.png,high,2line
1403_occluded.png,77-G1 257.59,1403.png,occluded,2line
1404_low.png,59-H1 468.28,1404.png,low,2line
1404_medium.png,59-H1 468.28,1404.png,medium,2line
1404_high.png,59-H1 468.28,1404.png,high,2line
1404_occluded.png,59-H1 468.28,1404.png,occluded,2line
1405_low.png,59-K1 406.50,1405.png,low,2line
1405_medium.png,59-K1 406.50,1405.png,medium,2line
1405_high.png,59-K1 406.50,1405.png,high,2line
1405_occluded.png,59-K1 406.50,1405.png,occluded,2line
1406_low.png,59-F1 561.29,1406.png,low,2line
1406_medium.png,59-F1 561.29,1406.png,medium,2line
1406_high.png,59-F1 561.29,1406.png,high,2line
1406_occluded.png,59-F1 561.29,1406.png,occluded,2line
1407_low.png,61-D1 079.11,1407.png,low,2line
1407_medium.png,61-D1 079.11,1407.png,medium,2line
1407_high.png,61-D1 079.11,1407.png,high,2line
1407_occluded.png,61-D1 079.11,1407.png,occluded,2line
1408_low.png,51-R3 2161,1408.png,low,2line
1408_medium.png,51-R3 2161,1408.png,medium,2line
1408_high.png,51-R3 2161,1408.png,high,2line
1408_occluded.png,51-R3 2161,1408.png,occluded,2line
1410_low.png,59-M1 714.43,1410.png,low,2line
1410_medium.png,59-M1 714.43,1410.png,medium,2line
1410_high.png,59-M1 714.43,1410.png,high,2line
1410_occluded.png,59-M1 714.43,1410.png,occluded,2line
1411_low.png,51-S6 3577,1411.png,low,2line
1411_medium.png,51-S6 3577,1411.png,medium,2line
1411_high.png,51-S6 3577,1411.png,high,2line
1411_occluded.png,51-S6 3577,1411.png,occluded,2line
1413_low.png,59-Y2 767.96,1413.png,low,2line
1413_medium.png,59-Y2 767.96,1413.png,medium,2line
1413_high.png,59-Y2 767.96,1413.png,high,2line
1413_occluded.png,59-Y2 767.96,1413.png,occluded,2line
1414_low.png,59-X2 814.67,1414.png,low,2line
1414_medium.png,59-X2 814.67,1414.png,medium,2line
1414_high.png,59-X2 814.67,1414.png,high,2line
1414_occluded.png,59-X2 814.67,1414.png,occluded,2line
1417_low.png,59-U1 849.00,1417.png,low,2line
1417_medium.png,59-U1 849.00,1417.png,medium,2line
1417_high.png,59-U1 849.00,1417.png,high,2line
1417_occluded.png,59-U1 849.00,1417.png,occluded,2line
1418_low.png,71-B2 898.37,1418.png,low,2line
1418_medium.png,71-B2 898.37,1418.png,medium,2line
1418_high.png,71-B2 898.37,1418.png,high,2line
1418_occluded.png,71-B2 898.37,1418.png,occluded,2line
1420_low.png,50-DC 3878,1420.png,low,2line
1420_medium.png,50-DC 3878,1420.png,medium,2line
1420_high.png,50-DC 3878,1420.png,high,2line
1420_occluded.png,50-DC 3878,1420.png,occluded,2line
1422_low.png,60-B5 118.27,1422.png,low,2line
1422_medium.png,60-B5 118.27,1422.png,medium,2line
1422_high.png,60-B5 118.27,1422.png,high,2line
1422_occluded.png,60-B5 118.27,1422.png,occluded,2line
1423_low.png,59-G1 152.55,1423.png,low,2line
1423_medium.png,59-G1 152.55,1423.png,medium,2line
1423_high.png,59-G1 152.55,1423.png,high,2line
1423_occluded.png,59-G1 152.55,1423.png,occluded,2line
1424_low.png,59-C1 707.73,1424.png,low,2line
1424_medium.png,59-C1 707.73,1424.png,medium,2line
1424_high.png,59-C1 707.73,1424.png,high,2line
1424_occluded.png,59-C1 707.73,1424.png,occluded,2line
1425_low.png,59-C1 677.90,1425.png,low,2line
1425_medium.png,59-C1 677.90,1425.png,medium,2line
1425_high.png,59-C1 677.90,1425.png,high,2line
1425_occluded.png,59-C1 677.90,1425.png,occluded,2line
1426_low.png,62-N1 327.46,1426.png,low,2line
1426_medium.png,62-N1 327.46,1426.png,medium,2line
1426_high.png,62-N1 327.46,1426.png,high,2line
1426_occluded.png,62-N1 327.46,1426.png,occluded,2line
1427_low.png,59-D1 782.62,1427.png,low,2line
1427_medium.png,59-D1 782.62,1427.png,medium,2line
1427_high.png,59-D1 782.62,1427.png,high,2line
1427_occluded.png,59-D1 782.62,1427.png,occluded,2line
1428_low.png,54-S1 6830,1428.png,low,2line
1428_medium.png,54-S1 6830,1428.png,medium,2line
1428_high.png,54-S1 6830,1428.png,high,2line
1428_occluded.png,54-S1 6830,1428.png,occluded,2line
1429_low.png,86-C1 475.15,1429.png,low,2line
1429_medium.png,86-C1 475.15,1429.png,medium,2line
1429_high.png,86-C1 475.15,1429.png,high,2line
1429_occluded.png,86-C1 475.15,1429.png,occluded,2line
1430_low.png,92-N1 030.03,1430.png,low,2line
1430_medium.png,92-N1 030.03,1430.png,medium,2line
1430_high.png,92-N1 030.03,1430.png,high,2line
1430_occluded.png,92-N1 030.03,1430.png,occluded,2line
1431_low.png,22-H5 1198,1431.png,low,2line
1431_medium.png,22-H5 1198,1431.png,medium,2line
1431_high.png,22-H5 1198,1431.png,high,2line
1431_occluded.png,22-H5 1198,1431.png,occluded,2line
1433_low.png,50-KA 5535,1433.png,low,2line
1433_medium.png,50-KA 5535,1433.png,medium,2line
1433_high.png,50-KA 5535,1433.png,high,2line
1433_occluded.png,50-KA 5535,1433.png,occluded,2line
1434_low.png,55-P6 7093,1434.png,low,2line
1434_medium.png,55-P6 7093,1434.png,medium,2line
1434_high.png,55-P6 7093,1434.png,high,2line
1434_occluded.png,55-P6 7093,1434.png,occluded,2line
1435_low.png,54-T4 0987,1435.png,low,2line
1435_medium.png,54-T4 0987,1435.png,medium,2line
1435_high.png,54-T4 0987,1435.png,high,2line
1435_occluded.png,54-T4 0987,1435.png,occluded,2line
1436_low.png,59-X2 361.67,1436.png,low,2line
1436_medium.png,59-X2 361.67,1436.png,medium,2line
1436_high.png,59-X2 361.67,1436.png,high,2line
1436_occluded.png,59-X2 361.67,1436.png,occluded,2line
1437_low.png,59-M1 608.86,1437.png,low,2line
1437_medium.png,59-M1 608.86,1437.png,medium,2line
1437_high.png,59-M1 608.86,1437.png,high,2line
1437_occluded.png,59-M1 608.86,1437.png,occluded,2line
1438_low.png,59-Y1 423.23,1438.png,low,2line
1438_medium.png,59-Y1 423.23,1438.png,medium,2line
1438_high.png,59-Y1 423.23,1438.png,high,2line
1438_occluded.png,59-Y1 423.23,1438.png,occluded,2line
1439_low.png,59-X1 564.19,1439.png,low,2line
1439_medium.png,59-X1 564.19,1439.png,medium,2line
1439_high.png,59-X1 564.19,1439.png,high,2line
1439_occluded.png,59-X1 564.19,1439.png,occluded,2line
1440_low.png,59-Z2 027.68,1440.png,low,2line
1440_medium.png,59-Z2 027.68,1440.png,medium,2line
1440_high.png,59-Z2 027.68,1440.png,high,2line
1440_occluded.png,59-Z2 027.68,1440.png,occluded,2line
1441_low.png,51-R3 0737,1441.png,low,2line
1441_medium.png,51-R3 0737,1441.png,medium,2line
1441_high.png,51-R3 0737,1441.png,high,2line
1441_occluded.png,51-R3 0737,1441.png,occluded,2line
1443_low.png,54-S5 0882,1443.png,low,2line
1443_medium.png,54-S5 0882,1443.png,medium,2line
1443_high.png,54-S5 0882,1443.png,high,2line
1443_occluded.png,54-S5 0882,1443.png,occluded,2line
1444_low.png,59-S1 318.86,1444.png,low,2line
1444_medium.png,59-S1 318.86,1444.png,medium,2line
1444_high.png,59-S1 318.86,1444.png,high,2line
1444_occluded.png,59-S1 318.86,1444.png,occluded,2line
1445_low.png,59-V1 677.47,1445.png,low,2line
1445_medium.png,59-V1 677.47,1445.png,medium,2line
1445_high.png,59-V1 677.47,1445.png,high,2line
1445_occluded.png,59-V1 677.47,1445.png,occluded,2line
1448_low.png,59-M1 974.89,1448.png,low,2line
1448_medium.png,59-M1 974.89,1448.png,medium,2line
1448_high.png,59-M1 974.89,1448.png,high,2line
1448_occluded.png,59-M1 974.89,1448.png,occluded,2line
1449_low.png,59-H1 525.76,1449.png,low,2line
1449_medium.png,59-H1 525.76,1449.png,medium,2line
1449_high.png,59-H1 525.76,1449.png,high,2line
1449_occluded.png,59-H1 525.76,1449.png,occluded,2line
1450_low.png,54-S9 0621,1450.png,low,2line
1450_medium.png,54-S9 0621,1450.png,medium,2line
1450_high.png,54-S9 0621,1450.png,high,2line
1450_occluded.png,54-S9 0621,1450.png,occluded,2line
1451_low.png,59-C2 506.21,1451.png,low,2line
1451_medium.png,59-C2 506.21,1451.png,medium,2line
1451_high.png,59-C2 506.21,1451.png,high,2line
1451_occluded.png,59-C2 506.21,1451.png,occluded,2line
1452_low.png,83-H6 6954,1452.png,low,2line
1452_medium.png,83-H6 6954,1452.png,medium,2line
1452_high.png,83-H6 6954,1452.png,high,2line
1452_occluded.png,83-H6 6954,1452.png,occluded,2line
1453_low.png,62-K8 5607,1453.png,low,2line
1453_medium.png,62-K8 5607,1453.png,medium,2line
1453_high.png,62-K8 5607,1453.png,high,2line
1453_occluded.png,62-K8 5607,1453.png,occluded,2line
1454_low.png,59-E1 086.70,1454.png,low,2line
1454_medium.png,59-E1 086.70,1454.png,medium,2line
1454_high.png,59-E1 086.70,1454.png,high,2line
1454_occluded.png,59-E1 086.70,1454.png,occluded,2line
1455_low.png,59-S2 288.34,1455.png,low,2line
1455_medium.png,59-S2 288.34,1455.png,medium,2line
1455_high.png,59-S2 288.34,1455.png,high,2line
1455_occluded.png,59-S2 288.34,1455.png,occluded,2line
1456_low.png,54-S1 3034,1456.png,low,2line
1456_medium.png,54-S1 3034,1456.png,medium,2line
1456_high.png,54-S1 3034,1456.png,high,2line
1456_occluded.png,54-S1 3034,1456.png,occluded,2line
1457_low.png,52-X4 7344,1457.png,low,2line
1457_medium.png,52-X4 7344,1457.png,medium,2line
1457_high.png,52-X4 7344,1457.png,high,2line
1457_occluded.png,52-X4 7344,1457.png,occluded,2line
1459_low.png,59-T1 183.62,1459.png,low,2line
1459_medium.png,59-T1 183.62,1459.png,medium,2line
1459_high.png,59-T1 183.62,1459.png,high,2line
1459_occluded.png,59-T1 183.62,1459.png,occluded,2line
1461_low.png,59-V1 715.41,1461.png,low,2line
1461_medium.png,59-V1 715.41,1461.png,medium,2line
1461_high.png,59-V1 715.41,1461.png,high,2line
1461_occluded.png,59-V1 715.41,1461.png,occluded,2line
1463_low.png,51-L7 3998,1463.png,low,2line
1463_medium.png,51-L7 3998,1463.png,medium,2line
1463_high.png,51-L7 3998,1463.png,high,2line
1463_occluded.png,51-L7 3998,1463.png,occluded,2line
1464_low.png,59-C2 316.01,1464.png,low,2line
1464_medium.png,59-C2 316.01,1464.png,medium,2line
1464_high.png,59-C2 316.01,1464.png,high,2line
1464_occluded.png,59-C2 316.01,1464.png,occluded,2line
1465_low.png,59-F1 140.64,1465.png,low,2line
1465_medium.png,59-F1 140.64,1465.png,medium,2line
1465_high.png,59-F1 140.64,1465.png,high,2line
1465_occluded.png,59-F1 140.64,1465.png,occluded,2line
1466_low.png,59-U1 918.97,1466.png,low,2line
1466_medium.png,59-U1 918.97,1466.png,medium,2line
1466_high.png,59-U1 918.97,1466.png,high,2line
1466_occluded.png,59-U1 918.97,1466.png,occluded,2line
1467_low.png,59-P2 111.20,1467.png,low,2line
1467_medium.png,59-P2 111.20,1467.png,medium,2line
1467_high.png,59-P2 111.20,1467.png,high,2line
1467_occluded.png,59-P2 111.20,1467.png,occluded,2line
1468_low.png,54-2 4924,1468.png,low,2line
1468_medium.png,54-2 4924,1468.png,medium,2line
1468_high.png,54-2 4924,1468.png,high,2line
1468_occluded.png,54-2 4924,1468.png,occluded,2line
1469_low.png,59-H1 467.04,1469.png,low,2line
1469_medium.png,59-H1 467.04,1469.png,medium,2line
1469_high.png,59-H1 467.04,1469.png,high,2line
1469_occluded.png,59-H1 467.04,1469.png,occluded,2line
1470_low.png,81-U1 002.76,1470.png,low,2line
1470_medium.png,81-U1 002.76,1470.png,medium,2line
1470_high.png,81-U1 002.76,1470.png,high,2line
1470_occluded.png,81-U1 002.76,1470.png,occluded,2line
1471_low.png,61-B1 313.45,1471.png,low,2line
1471_medium.png,61-B1 313.45,1471.png,medium,2line
1471_high.png,61-B1 313.45,1471.png,high,2line
1471_occluded.png,61-B1 313.45,1471.png,occluded,2line
1472_low.png,59-S2 400.17,1472.png,low,2line
1472_medium.png,59-S2 400.17,1472.png,medium,2line
1472_high.png,59-S2 400.17,1472.png,high,2line
1472_occluded.png,59-S2 400.17,1472.png,occluded,2line
1473_low.png,59-X1 328.17,1473.png,low,2line
1473_medium.png,59-X1 328.17,1473.png,medium,2line
1473_high.png,59-X1 328.17,1473.png,high,2line
1473_occluded.png,59-X1 328.17,1473.png,occluded,2line
1474_low.png,79-Z1 101.84,1474.png,low,2line
1474_medium.png,79-Z1 101.84,1474.png,medium,2line
1474_high.png,79-Z1 101.84,1474.png,high,2line
1474_occluded.png,79-Z1 101.84,1474.png,occluded,2line
1476_low.png,59-V2 187.44,1476.png,low,2line
1476_medium.png,59-V2 187.44,1476.png,medium,2line
1476_high.png,59-V2 187.44,1476.png,high,2line
1476_occluded.png,59-V2 187.44,1476.png,occluded,2line
1479_low.png,59-T1 202.43,1479.png,low,2line
1479_medium.png,59-T1 202.43,1479.png,medium,2line
1479_high.png,59-T1 202.43,1479.png,high,2line
1479_occluded.png,59-T1 202.43,1479.png,occluded,2line
1480_low.png,59-V1 877.54,1480.png,low,2line
1480_medium.png,59-V1 877.54,1480.png,medium,2line
1480_high.png,59-V1 877.54,1480.png,high,2line
1480_occluded.png,59-V1 877.54,1480.png,occluded,2line
1483_low.png,59-C1 539.93,1483.png,low,2line
1483_medium.png,59-C1 539.93,1483.png,medium,2line
1483_high.png,59-C1 539.93,1483.png,high,2line
1483_occluded.png,59-C1 539.93,1483.png,occluded,2line
1485_low.png,85-F1 149.27,1485.png,low,2line
1485_medium.png,85-F1 149.27,1485.png,medium,2line
1485_high.png,85-F1 149.27,1485.png,high,2line
1485_occluded.png,85-F1 149.27,1485.png,occluded,2line
1487_low.png,59-F1 098.65,1487.png,low,2line
1487_medium.png,59-F1 098.65,1487.png,medium,2line
1487_high.png,59-F1 098.65,1487.png,high,2line
1487_occluded.png,59-F1 098.65,1487.png,occluded,2line
1488_low.png,59-V1 533.10,1488.png,low,2line
1488_medium.png,59-V1 533.10,1488.png,medium,2line
1488_high.png,59-V1 533.10,1488.png,high,2line
1488_occluded.png,59-V1 533.10,1488.png,occluded,2line
1489_low.png,59-T1 927.15,1489.png,low,2line
1489_medium.png,59-T1 927.15,1489.png,medium,2line
1489_high.png,59-T1 927.15,1489.png,high,2line
1489_occluded.png,59-T1 927.15,1489.png,occluded,2line
1490_low.png,59-E1 707.62,1490.png,low,2line
1490_medium.png,59-E1 707.62,1490.png,medium,2line
1490_high.png,59-E1 707.62,1490.png,high,2line
1490_occluded.png,59-E1 707.62,1490.png,occluded,2line
1492_low.png,52-S2 4832,1492.png,low,2line
1492_medium.png,52-S2 4832,1492.png,medium,2line
1492_high.png,52-S2 4832,1492.png,high,2line
1492_occluded.png,52-S2 4832,1492.png,occluded,2line
1494_low.png,59-U1 777.92,1494.png,low,2line
1494_medium.png,59-U1 777.92,1494.png,medium,2line
1494_high.png,59-U1 777.92,1494.png,high,2line
1494_occluded.png,59-U1 777.92,1494.png,occluded,2line
1495_low.png,59-P1 631.38,1495.png,low,2line
1495_medium.png,59-P1 631.38,1495.png,medium,2line
1495_high.png,59-P1 631.38,1495.png,high,2line
1495_occluded.png,59-P1 631.38,1495.png,occluded,2line
1496_low.png,70-G1 135.09,1496.png,low,2line
1496_medium.png,70-G1 135.09,1496.png,medium,2line
1496_high.png,70-G1 135.09,1496.png,high,2line
1496_occluded.png,70-G1 135.09,1496.png,occluded,2line
