img,plate,source_img,augment_type
1288_medium.png,59-F1 030.55,1288.png,medium
1288_high.png,59-F1 030.55,1288.png,high
1288_occluded.png,59-F1 030.55,1288.png,occluded
1289_low.png,76-K3 3694,1289.png,low
1289_medium.png,76-K3 3694,1289.png,medium
1289_high.png,76-K3 3694,1289.png,high
1289_occluded.png,76-K3 3694,1289.png,occluded
1290_low.png,54-S8 8080,1290.png,low
1290_medium.png,54-S8 8080,1290.png,medium
1290_high.png,54-S8 8080,1290.png,high
1290_occluded.png,54-S8 8080,1290.png,occluded
1291_low.png,59-T1 536.68,1291.png,low
1291_medium.png,59-T1 536.68,1291.png,medium
1291_high.png,59-T1 536.68,1291.png,high
1291_occluded.png,59-T1 536.68,1291.png,occluded
1292_low.png,59-H1 194.66,1292.png,low
1292_medium.png,59-H1 194.66,1292.png,medium
1292_high.png,59-H1 194.66,1292.png,high
1292_occluded.png,59-H1 194.66,1292.png,occluded
1293_low.png,59-F1 714.78,1293.png,low
1293_medium.png,59-F1 714.78,1293.png,medium
1293_high.png,59-F1 714.78,1293.png,high
1293_occluded.png,59-F1 714.78,1293.png,occluded
1294_low.png,59-P1 871.49,1294.png,low
1294_medium.png,59-P1 871.49,1294.png,medium
1294_high.png,59-P1 871.49,1294.png,high
1294_occluded.png,59-P1 871.49,1294.png,occluded
1295_low.png,77-X6 9544,1295.png,low
1295_medium.png,77-X6 9544,1295.png,medium
1295_high.png,77-X6 9544,1295.png,high
1295_occluded.png,77-X6 9544,1295.png,occluded
1296_low.png,76-H1 061.61,1296.png,low
1296_medium.png,76-H1 061.61,1296.png,medium
1296_high.png,76-H1 061.61,1296.png,high
1296_occluded.png,76-H1 061.61,1296.png,occluded
1297_low.png,59-N2 437.56,1297.png,low
1297_medium.png,59-N2 437.56,1297.png,medium
1297_high.png,59-N2 437.56,1297.png,high
1297_occluded.png,59-N2 437.56,1297.png,occluded
1298_low.png,68-K4 9407,1298.png,low
1298_medium.png,68-K4 9407,1298.png,medium
1298_high.png,68-K4 9407,1298.png,high
1298_occluded.png,68-K4 9407,1298.png,occluded
1299_low.png,86-C1 072.61,1299.png,low
1299_medium.png,86-C1 072.61,1299.png,medium
1299_high.png,86-C1 072.61,1299.png,high
1299_occluded.png,86-C1 072.61,1299.png,occluded
1300_low.png,59-S1 311.97,1300.png,low
1300_medium.png,59-S1 311.97,1300.png,medium
1300_high.png,59-S1 311.97,1300.png,high
1300_occluded.png,59-S1 311.97,1300.png,occluded
1301_low.png,49-E1 153.83,1301.png,low
1301_medium.png,49-E1 153.83,1301.png,medium
1301_high.png,49-E1 153.83,1301.png,high
1301_occluded.png,49-E1 153.83,1301.png,occluded
1302_low.png,59-C2 456.33,1302.png,low
1302_medium.png,59-C2 456.33,1302.png,medium
1302_high.png,59-C2 456.33,1302.png,high
1302_occluded.png,59-C2 456.33,1302.png,occluded
1303_low.png,59-T1 661.53,1303.png,low
1303_medium.png,59-T1 661.53,1303.png,medium
1303_high.png,59-T1 661.53,1303.png,high
1303_occluded.png,59-T1 661.53,1303.png,occluded
1304_low.png,59-S2 015.72,1304.png,low
1304_medium.png,59-S2 015.72,1304.png,medium
1304_high.png,59-S2 015.72,1304.png,high
1304_occluded.png,59-S2 015.72,1304.png,occluded
1306_low.png,59-C1 287.40,1306.png,low
1306_medium.png,59-C1 287.40,1306.png,medium
1306_high.png,59-C1 287.40,1306.png,high
1306_occluded.png,59-C1 287.40,1306.png,occluded
1307_low.png,50-N1 074.28,1307.png,low
1307_medium.png,50-N1 074.28,1307.png,medium
1307_high.png,50-N1 074.28,1307.png,high
1307_occluded.png,50-N1 074.28,1307.png,occluded
1309_low.png,59-E1 645.16,1309.png,low
1309_medium.png,59-E1 645.16,1309.png,medium
1309_high.png,59-E1 645.16,1309.png,high
1309_occluded.png,59-E1 645.16,1309.png,occluded
1311_low.png,51-F9 1341,1311.png,low
1311_medium.png,51-F9 1341,1311.png,medium
1311_high.png,51-F9 1341,1311.png,high
1311_occluded.png,51-F9 1341,1311.png,occluded
1312_low.png,59-E1 582.84,1312.png,low
1312_medium.png,59-E1 582.84,1312.png,medium
1312_high.png,59-E1 582.84,1312.png,high
1312_occluded.png,59-E1 582.84,1312.png,occluded
1313_low.png,59-T1 561.50,1313.png,low
1313_medium.png,59-T1 561.50,1313.png,medium
1313_high.png,59-T1 561.50,1313.png,high
1313_occluded.png,59-T1 561.50,1313.png,occluded
1314_low.png,86-B6 246.82,1314.png,low
1314_medium.png,86-B6 246.82,1314.png,medium
1314_high.png,86-B6 246.82,1314.png,high
1314_occluded.png,86-B6 246.82,1314.png,occluded
1315_low.png,66-K1 206.70,1315.png,low
1315_medium.png,66-K1 206.70,1315.png,medium
1315_high.png,66-K1 206.70,1315.png,high
1315_occluded.png,66-K1 206.70,1315.png,occluded
1316_low.png,59-F1 123.29,1316.png,low
1316_medium.png,59-F1 123.29,1316.png,medium
1316_high.png,59-F1 123.29,1316.png,high
1316_occluded.png,59-F1 123.29,1316.png,occluded
1317_low.png,59-M1 118.11,1317.png,low
1317_medium.png,59-M1 118.11,1317.png,medium
1317_high.png,59-M1 118.11,1317.png,high
1317_occluded.png,59-M1 118.11,1317.png,occluded
1318_low.png,59-T1 461.01,1318.png,low
1318_medium.png,59-T1 461.01,1318.png,medium
1318_high.png,59-T1 461.01,1318.png,high
1318_occluded.png,59-T1 461.01,1318.png,occluded
1319_low.png,66-P1 5967,1319.png,low
1319_medium.png,66-P1 5967,1319.png,medium
1319_high.png,66-P1 5967,1319.png,high
1319_occluded.png,66-P1 5967,1319.png,occluded
1321_low.png,16-P9 6204,1321.png,low
1321_medium.png,16-P9 6204,1321.png,medium
1321_high.png,16-P9 6204,1321.png,high
1321_occluded.png,16-P9 6204,1321.png,occluded
1322_low.png,59-P1 972.55,1322.png,low
1322_medium.png,59-P1 972.55,1322.png,medium
1322_high.png,59-P1 972.55,1322.png,high
1322_occluded.png,59-P1 972.55,1322.png,occluded
1323_low.png,63-H2 7326,1323.png,low
1323_medium.png,63-H2 7326,1323.png,medium
1323_high.png,63-H2 7326,1323.png,high
1323_occluded.png,63-H2 7326,1323.png,occluded
1325_low.png,72-T2 8629,1325.png,low
1325_medium.png,72-T2 8629,1325.png,medium
1325_high.png,72-T2 8629,1325.png,high
1325_occluded.png,72-T2 8629,1325.png,occluded
1326_low.png,51-H3 6696,1326.png,low
1326_medium.png,51-H3 6696,1326.png,medium
1326_high.png,51-H3 6696,1326.png,high
1326_occluded.png,51-H3 6696,1326.png,occluded
1327_low.png,59-M1 060.28,1327.png,low
1327_medium.png,59-M1 060.28,1327.png,medium
1327_high.png,59-M1 060.28,1327.png,high
1327_occluded.png,59-M1 060.28,1327.png,occluded
1329_low.png,59-T1 772.07,1329.png,low
1329_medium.png,59-T1 772.07,1329.png,medium
1329_high.png,59-T1 772.07,1329.png,high
1329_occluded.png,59-T1 772.07,1329.png,occluded
1330_low.png,59-S2 352.05,1330.png,low
1330_medium.png,59-S2 352.05,1330.png,medium
1330_high.png,59-S2 352.05,1330.png,high
1330_occluded.png,59-S2 352.05,1330.png,occluded
1332_low.png,59-H1 528.50,1332.png,low
1332_medium.png,59-H1 528.50,1332.png,medium
1332_high.png,59-H1 528.50,1332.png,high
1332_occluded.png,59-H1 528.50,1332.png,occluded
1333_low.png,83-P2 131.73,1333.png,low
1333_medium.png,83-P2 131.73,1333.png,medium
1333_high.png,83-P2 131.73,1333.png,high
1333_occluded.png,83-P2 131.73,1333.png,occluded
1335_low.png,59-D1 202.55,1335.png,low
1335_medium.png,59-D1 202.55,1335.png,medium
1335_high.png,59-D1 202.55,1335.png,high
1335_occluded.png,59-D1 202.55,1335.png,occluded
1336_low.png,59-D1 669.74,1336.png,low
1336_medium.png,59-D1 669.74,1336.png,medium
1336_high.png,59-D1 669.74,1336.png,high
1336_occluded.png,59-D1 669.74,1336.png,occluded
1337_low.png,59-F1 474.04,1337.png,low
1337_medium.png,59-F1 474.04,1337.png,medium
1337_high.png,59-F1 474.04,1337.png,high
1337_occluded.png,59-F1 474.04,1337.png,occluded
1339_low.png,67-N1 208.86,1339.png,low
1339_medium.png,67-N1 208.86,1339.png,medium
1339_high.png,67-N1 208.86,1339.png,high
1339_occluded.png,67-N1 208.86,1339.png,occluded
1340_low.png,51-U7 4598,1340.png,low
1340_medium.png,51-U7 4598,1340.png,medium
1340_high.png,51-U7 4598,1340.png,high
1340_occluded.png,51-U7 4598,1340.png,occluded
1341_low.png,59-U1 202.74,1341.png,low
1341_medium.png,59-U1 202.74,1341.png,medium
1341_high.png,59-U1 202.74,1341.png,high
1341_occluded.png,59-U1 202.74,1341.png,occluded
1343_low.png,51-L7 4255,1343.png,low
1343_medium.png,51-L7 4255,1343.png,medium
1343_high.png,51-L7 4255,1343.png,high
1343_occluded.png,51-L7 4255,1343.png,occluded
1345_low.png,72-K1 089.89,1345.png,low
1345_medium.png,72-K1 089.89,1345.png,medium
1345_high.png,72-K1 089.89,1345.png,high
1345_occluded.png,72-K1 089.89,1345.png,occluded
1347_low.png,59-H1 330.46,1347.png,low
1347_medium.png,59-H1 330.46,1347.png,medium
1347_high.png,59-H1 330.46,1347.png,high
1347_occluded.png,59-H1 330.46,1347.png,occluded
1349_low.png,81-B1 613.86,1349.png,low
1349_medium.png,81-B1 613.86,1349.png,medium
1349_high.png,81-B1 613.86,1349.png,high
1349_occluded.png,81-B1 613.86,1349.png,occluded
1351_low.png,51-R5 2701,1351.png,low
1351_medium.png,51-R5 2701,1351.png,medium
1351_high.png,51-R5 2701,1351.png,high
1351_occluded.png,51-R5 2701,1351.png,occluded
1353_low.png,72-H7 3227,1353.png,low
1353_medium.png,72-H7 3227,1353.png,medium
1353_high.png,72-H7 3227,1353.png,high
1353_occluded.png,72-H7 3227,1353.png,occluded
1354_low.png,59-P1 526.39,1354.png,low
1354_medium.png,59-P1 526.39,1354.png,medium
1354_high.png,59-P1 526.39,1354.png,high
1354_occluded.png,59-P1 526.39,1354.png,occluded
1355_low.png,59-L2 115.00,1355.png,low
1355_medium.png,59-L2 115.00,1355.png,medium
1355_high.png,59-L2 115.00,1355.png,high
1355_occluded.png,59-L2 115.00,1355.png,occluded
1356_low.png,84-L1 325.47,1356.png,low
1356_medium.png,84-L1 325.47,1356.png,medium
1356_high.png,84-L1 325.47,1356.png,high
1356_occluded.png,84-L1 325.47,1356.png,occluded
1357_low.png,59-C2 492.00,1357.png,low
1357_medium.png,59-C2 492.00,1357.png,medium
1357_high.png,59-C2 492.00,1357.png,high
1357_occluded.png,59-C2 492.00,1357.png,occluded
1358_low.png,59-L2 324.73,1358.png,low
1358_medium.png,59-L2 324.73,1358.png,medium
1358_high.png,59-L2 324.73,1358.png,high
1358_occluded.png,59-L2 324.73,1358.png,occluded
1359_low.png,59-U1 797.51,1359.png,low
1359_medium.png,59-U1 797.51,1359.png,medium
1359_high.png,59-U1 797.51,1359.png,high
1359_occluded.png,59-U1 797.51,1359.png,occluded
1360_low.png,59-C1 496.84,1360.png,low
1360_medium.png,59-C1 496.84,1360.png,medium
1360_high.png,59-C1 496.84,1360.png,high
1360_occluded.png,59-C1 496.84,1360.png,occluded
1361_low.png,69-F2 2140,1361.png,low
1361_medium.png,69-F2 2140,1361.png,medium
1361_high.png,69-F2 2140,1361.png,high
1361_occluded.png,69-F2 2140,1361.png,occluded
1362_low.png,49-B1 208.07,1362.png,low
1362_medium.png,49-B1 208.07,1362.png,medium
1362_high.png,49-B1 208.07,1362.png,high
1362_occluded.png,49-B1 208.07,1362.png,occluded
1363_low.png,54-V1 4819,1363.png,low
1363_medium.png,54-V1 4819,1363.png,medium
1363_high.png,54-V1 4819,1363.png,high
1363_occluded.png,54-V1 4819,1363.png,occluded
1364_low.png,68-F5 5727,1364.png,low
1364_medium.png,68-F5 5727,1364.png,medium
1364_high.png,68-F5 5727,1364.png,high
1364_occluded.png,68-F5 5727,1364.png,occluded
1365_low.png,51-L3 8385,1365.png,low
1365_medium.png,51-L3 8385,1365.png,medium
1365_high.png,51-L3 8385,1365.png,high
1365_occluded.png,51-L3 8385,1365.png,occluded
1366_low.png,54-T1 5417,1366.png,low
1366_medium.png,54-T1 5417,1366.png,medium
1366_high.png,54-T1 5417,1366.png,high
1366_occluded.png,54-T1 5417,1366.png,occluded
1367_low.png,59-VA 008.43,1367.png,low
1367_medium.png,59-VA 008.43,1367.png,medium
1367_high.png,59-VA 008.43,1367.png,high
1367_occluded.png,59-VA 008.43,1367.png,occluded
1368_low.png,71-F5 2321,1368.png,low
1368_medium.png,71-F5 2321,1368.png,medium
1368_high.png,71-F5 2321,1368.png,high
1368_occluded.png,71-F5 2321,1368.png,occluded
1369_low.png,72-L2 1703,1369.png,low
1369_medium.png,72-L2 1703,1369.png,medium
1369_high.png,72-L2 1703,1369.png,high
1369_occluded.png,72-L2 1703,1369.png,occluded
1370_low.png,59-F1 075.09,1370.png,low
1370_medium.png,59-F1 075.09,1370.png,medium
1370_high.png,59-F1 075.09,1370.png,high
1370_occluded.png,59-F1 075.09,1370.png,occluded
1372_low.png,59-T1 466.85,1372.png,low
1372_medium.png,59-T1 466.85,1372.png,medium
1372_high.png,59-T1 466.85,1372.png,high
1372_occluded.png,59-T1 466.85,1372.png,occluded
1373_low.png,59-S1 757.15,1373.png,low
1373_medium.png,59-S1 757.15,1373.png,medium
1373_high.png,59-S1 757.15,1373.png,high
1373_occluded.png,59-S1 757.15,1373.png,occluded
1375_low.png,66-L3 6400,1375.png,low
1375_medium.png,66-L3 6400,1375.png,medium
1375_high.png,66-L3 6400,1375.png,high
1375_occluded.png,66-L3 6400,1375.png,occluded
1376_low.png,59-C2 593.32,1376.png,low
1376_medium.png,59-C2 593.32,1376.png,medium
1376_high.png,59-C2 593.32,1376.png,high
1376_occluded.png,59-C2 593.32,1376.png,occluded
1377_low.png,61-B1 365.88,1377.png,low
1377_medium.png,61-B1 365.88,1377.png,medium
1377_high.png,61-B1 365.88,1377.png,high
1377_occluded.png,61-B1 365.88,1377.png,occluded
1378_low.png,63-B2 227.94,1378.png,low
1378_medium.png,63-B2 227.94,1378.png,medium
1378_high.png,63-B2 227.94,1378.png,high
1378_occluded.png,63-B2 227.94,1378.png,occluded
1380_low.png,29-B1 227.01,1380.png,low
1380_medium.png,29-B1 227.01,1380.png,medium
1380_high.png,29-B1 227.01,1380.png,high
1380_occluded.png,29-B1 227.01,1380.png,occluded
1381_low.png,53-S6 2722,1381.png,low
1381_medium.png,53-S6 2722,1381.png,medium
1381_high.png,53-S6 2722,1381.png,high
1381_occluded.png,53-S6 2722,1381.png,occluded
1382_low.png,84-L1 272.71,1382.png,low
1382_medium.png,84-L1 272.71,1382.png,medium
1382_high.png,84-L1 272.71,1382.png,high
1382_occluded.png,84-L1 272.71,1382.png,occluded
1384_low.png,59-C1 058.99,1384.png,low
1384_medium.png,59-C1 058.99,1384.png,medium
1384_high.png,59-C1 058.99,1384.png,high
1384_occluded.png,59-C1 058.99,1384.png,occluded
1385_low.png,59-L1 064.58,1385.png,low
1385_medium.png,59-L1 064.58,1385.png,medium
1385_high.png,59-L1 064.58,1385.png,high
1385_occluded.png,59-L1 064.58,1385.png,occluded
1386_low.png,76-V6 3429,1386.png,low
1386_medium.png,76-V6 3429,1386.png,medium
1386_high.png,76-V6 3429,1386.png,high
1386_occluded.png,76-V6 3429,1386.png,occluded
1388_low.png,59-S1 682.87,1388.png,low
1388_medium.png,59-S1 682.87,1388.png,medium
1388_high.png,59-S1 682.87,1388.png,high
1388_occluded.png,59-S1 682.87,1388.png,occluded
1390_low.png,63-B2 163.53,1390.png,low
1390_medium.png,63-B2 163.53,1390.png,medium
1390_high.png,63-B2 163.53,1390.png,high
1390_occluded.png,63-B2 163.53,1390.png,occluded
1392_low.png,54-T1 6084,1392.png,low
1392_medium.png,54-T1 6084,1392.png,medium
1392_high.png,54-T1 6084,1392.png,high
1392_occluded.png,54-T1 6084,1392.png,occluded
1393_low.png,47-N7 6992,1393.png,low
1393_medium.png,47-N7 6992,1393.png,medium
1393_high.png,47-N7 6992,1393.png,high
1393_occluded.png,47-N7 6992,1393.png,occluded
1394_low.png,59-X1 493.69,1394.png,low
1394_medium.png,59-X1 493.69,1394.png,medium
1394_high.png,59-X1 493.69,1394.png,high
1394_occluded.png,59-X1 493.69,1394.png,occluded
1395_low.png,47-L1 099.77,1395.png,low
1395_medium.png,47-L1 099.77,1395.png,medium
1395_high.png,47-L1 099.77,1395.png,high
1395_occluded.png,47-L1 099.77,1395.png,occluded
1396_low.png,72-H1 173.59,1396.png,low
1396_medium.png,72-H1 173.59,1396.png,medium
1396_high.png,72-H1 173.59,1396.png,high
1396_occluded.png,72-H1 173.59,1396.png,occluded
1397_low.png,59-S1 957.62,1397.png,low
1397_medium.png,59-S1 957.62,1397.png,medium
1397_high.png,59-S1 957.62,1397.png,high
1397_occluded.png,59-S1 957.62,1397.png,occluded
1398_low.png,63-B7 033.23,1398.png,low
1398_medium.png,63-B7 033.23,1398.png,medium
1398_high.png,63-B7 033.23,1398.png,high
1398_occluded.png,63-B7 033.23,1398.png,occluded
1399_low.png,59-F1 497.59,1399.png,low
1399_medium.png,59-F1 497.59,1399.png,medium
1399_high.png,59-F1 497.59,1399.png,high
1399_occluded.png,59-F1 497.59,1399.png,occluded
1400_low.png,60-B3 378.46,1400.png,low
1400_medium.png,60-B3 378.46,1400.png,medium
1400_high.png,60-B3 378.46,1400.png,high
1400_occluded.png,60-B3 378.46,1400.png,occluded
1401_low.png,59-D1 088.61,1401.png,low
1401_medium.png,59-D1 088.61,1401.png,medium
1401_high.png,59-D1 088.61,1401.png,high
1401_occluded.png,59-D1 088.61,1401.png,occluded
1402_low.png,59-U1 515.95,1402.png,low
1402_medium.png,59-U1 515.95,1402.png,medium
1402_high.png,59-U1 515.95,1402.png,high
1402_occluded.png,59-U1 515.95,1402.png,occluded
1403_low.png,77-G1 257.59,1403.png,low
1403_medium.png,77-G1 257.59,1403.png,medium
1403_high.png,77-G1 257.59,1403.png,high
1403_occluded.png,77-G1 257.59,1403.png,occluded
1404_low.png,59-H1 468.28,1404.png,low
1404_medium.png,59-H1 468.28,1404.png,medium
1404_high.png,59-H1 468.28,1404.png,high
1404_occluded.png,59-H1 468.28,1404.png,occluded
1405_low.png,59-K1 406.50,1405.png,low
1405_medium.png,59-K1 406.50,1405.png,medium
1405_high.png,59-K1 406.50,1405.png,high
1405_occluded.png,59-K1 406.50,1405.png,occluded
1406_low.png,59-F1 561.29,1406.png,low
1406_medium.png,59-F1 561.29,1406.png,medium
1406_high.png,59-F1 561.29,1406.png,high
1406_occluded.png,59-F1 561.29,1406.png,occluded
1407_low.png,61-D1 079.11,1407.png,low
1407_medium.png,61-D1 079.11,1407.png,medium
1407_high.png,61-D1 079.11,1407.png,high
1407_occluded.png,61-D1 079.11,1407.png,occluded
1408_low.png,51-R3 2161,1408.png,low
1408_medium.png,51-R3 2161,1408.png,medium
1408_high.png,51-R3 2161,1408.png,high
1408_occluded.png,51-R3 2161,1408.png,occluded
1410_low.png,59-M1 714.43,1410.png,low
1410_medium.png,59-M1 714.43,1410.png,medium
1410_high.png,59-M1 714.43,1410.png,high
1410_occluded.png,59-M1 714.43,1410.png,occluded
1411_low.png,51-S6 3577,1411.png,low
1411_medium.png,51-S6 3577,1411.png,medium
1411_high.png,51-S6 3577,1411.png,high
1411_occluded.png,51-S6 3577,1411.png,occluded
1413_low.png,59-Y2 767.96,1413.png,low
1413_medium.png,59-Y2 767.96,1413.png,medium
1413_high.png,59-Y2 767.96,1413.png,high
1413_occluded.png,59-Y2 767.96,1413.png,occluded
1414_low.png,59-X2 814.67,1414.png,low
1414_medium.png,59-X2 814.67,1414.png,medium
1414_high.png,59-X2 814.67,1414.png,high
1414_occluded.png,59-X2 814.67,1414.png,occluded
1417_low.png,59-U1 849.00,1417.png,low
1417_medium.png,59-U1 849.00,1417.png,medium
1417_high.png,59-U1 849.00,1417.png,high
1417_occluded.png,59-U1 849.00,1417.png,occluded
1418_low.png,71-B2 898.37,1418.png,low
1418_medium.png,71-B2 898.37,1418.png,medium
1418_high.png,71-B2 898.37,1418.png,high
1418_occluded.png,71-B2 898.37,1418.png,occluded
1420_low.png,50-DC 3878,1420.png,low
1420_medium.png,50-DC 3878,1420.png,medium
1420_high.png,50-DC 3878,1420.png,high
1420_occluded.png,50-DC 3878,1420.png,occluded
1422_low.png,60-B5 118.27,1422.png,low
1422_medium.png,60-B5 118.27,1422.png,medium
1422_high.png,60-B5 118.27,1422.png,high
1422_occluded.png,60-B5 118.27,1422.png,occluded
1423_low.png,59-G1 152.55,1423.png,low
1423_medium.png,59-G1 152.55,1423.png,medium
1423_high.png,59-G1 152.55,1423.png,high
1423_occluded.png,59-G1 152.55,1423.png,occluded
1424_low.png,59-C1 707.73,1424.png,low
1424_medium.png,59-C1 707.73,1424.png,medium
1424_high.png,59-C1 707.73,1424.png,high
1424_occluded.png,59-C1 707.73,1424.png,occluded
1425_low.png,59-C1 677.90,1425.png,low
1425_medium.png,59-C1 677.90,1425.png,medium
1425_high.png,59-C1 677.90,1425.png,high
1425_occluded.png,59-C1 677.90,1425.png,occluded
1426_low.png,62-N1 327.46,1426.png,low
1426_medium.png,62-N1 327.46,1426.png,medium
1426_high.png,62-N1 327.46,1426.png,high
1426_occluded.png,62-N1 327.46,1426.png,occluded
1427_low.png,59-D1 782.62,1427.png,low
1427_medium.png,59-D1 782.62,1427.png,medium
1427_high.png,59-D1 782.62,1427.png,high
1427_occluded.png,59-D1 782.62,1427.png,occluded
1428_low.png,54-S1 6830,1428.png,low
1428_medium.png,54-S1 6830,1428.png,medium
1428_high.png,54-S1 6830,1428.png,high
1428_occluded.png,54-S1 6830,1428.png,occluded
1429_low.png,86-C1 475.15,1429.png,low
1429_medium.png,86-C1 475.15,1429.png,medium
1429_high.png,86-C1 475.15,1429.png,high
1429_occluded.png,86-C1 475.15,1429.png,occluded
1430_low.png,92-N1 030.03,1430.png,low
1430_medium.png,92-N1 030.03,1430.png,medium
1430_high.png,92-N1 030.03,1430.png,high
1430_occluded.png,92-N1 030.03,1430.png,occluded
1431_low.png,22-H5 1198,1431.png,low
1431_medium.png,22-H5 1198,1431.png,medium
1431_high.png,22-H5 1198,1431.png,high
1431_occluded.png,22-H5 1198,1431.png,occluded
1433_low.png,50-KA 5535,1433.png,low
1433_medium.png,50-KA 5535,1433.png,medium
1433_high.png,50-KA 5535,1433.png,high
1433_occluded.png,50-KA 5535,1433.png,occluded
1434_low.png,55-P6 7093,1434.png,low
1434_medium.png,55-P6 7093,1434.png,medium
1434_high.png,55-P6 7093,1434.png,high
1434_occluded.png,55-P6 7093,1434.png,occluded
1435_low.png,54-T4 0987,1435.png,low
1435_medium.png,54-T4 0987,1435.png,medium
1435_high.png,54-T4 0987,1435.png,high
1435_occluded.png,54-T4 0987,1435.png,occluded
1436_low.png,59-X2 361.67,1436.png,low
1436_medium.png,59-X2 361.67,1436.png,medium
1436_high.png,59-X2 361.67,1436.png,high
1436_occluded.png,59-X2 361.67,1436.png,occluded
1437_low.png,59-M1 608.86,1437.png,low
1437_medium.png,59-M1 608.86,1437.png,medium
1437_high.png,59-M1 608.86,1437.png,high
1437_occluded.png,59-M1 608.86,1437.png,occluded
1438_low.png,59-Y1 423.23,1438.png,low
1438_medium.png,59-Y1 423.23,1438.png,medium
1438_high.png,59-Y1 423.23,1438.png,high
1438_occluded.png,59-Y1 423.23,1438.png,occluded
1439_low.png,59-X1 564.19,1439.png,low
1439_medium.png,59-X1 564.19,1439.png,medium
1439_high.png,59-X1 564.19,1439.png,high
1439_occluded.png,59-X1 564.19,1439.png,occluded
1440_low.png,59-Z2 027.68,1440.png,low
1440_medium.png,59-Z2 027.68,1440.png,medium
1440_high.png,59-Z2 027.68,1440.png,high
1440_occluded.png,59-Z2 027.68,1440.png,occluded
1441_low.png,51-R3 0737,1441.png,low
1441_medium.png,51-R3 0737,1441.png,medium
1441_high.png,51-R3 0737,1441.png,high
1441_occluded.png,51-R3 0737,1441.png,occluded
1443_low.png,54-S5 0882,1443.png,low
1443_medium.png,54-S5 0882,1443.png,medium
1443_high.png,54-S5 0882,1443.png,high
1443_occluded.png,54-S5 0882,1443.png,occluded
1444_low.png,59-S1 318.86,1444.png,low
1444_medium.png,59-S1 318.86,1444.png,medium
1444_high.png,59-S1 318.86,1444.png,high
1444_occluded.png,59-S1 318.86,1444.png,occluded
1445_low.png,59-V1 677.47,1445.png,low
1445_medium.png,59-V1 677.47,1445.png,medium
1445_high.png,59-V1 677.47,1445.png,high
1445_occluded.png,59-V1 677.47,1445.png,occluded
1448_low.png,59-M1 974.89,1448.png,low
1448_medium.png,59-M1 974.89,1448.png,medium
1448_high.png,59-M1 974.89,1448.png,high
1448_occluded.png,59-M1 974.89,1448.png,occluded
1449_low.png,59-H1 525.76,1449.png,low
1449_medium.png,59-H1 525.76,1449.png,medium
1449_high.png,59-H1 525.76,1449.png,high
1449_occluded.png,59-H1 525.76,1449.png,occluded
1450_low.png,54-S9 0621,1450.png,low
1450_medium.png,54-S9 0621,1450.png,medium
1450_high.png,54-S9 0621,1450.png,high
1450_occluded.png,54-S9 0621,1450.png,occluded
1451_low.png,59-C2 506.21,1451.png,low
1451_medium.png,59-C2 506.21,1451.png,medium
1451_high.png,59-C2 506.21,1451.png,high
1451_occluded.png,59-C2 506.21,1451.png,occluded
1452_low.png,83-H6 6954,1452.png,low
1452_medium.png,83-H6 6954,1452.png,medium
1452_high.png,83-H6 6954,1452.png,high
1452_occluded.png,83-H6 6954,1452.png,occluded
1453_low.png,62-K8 5607,1453.png,low
1453_medium.png,62-K8 5607,1453.png,medium
1453_high.png,62-K8 5607,1453.png,high
1453_occluded.png,62-K8 5607,1453.png,occluded
1454_low.png,59-E1 086.70,1454.png,low
1454_medium.png,59-E1 086.70,1454.png,medium
1454_high.png,59-E1 086.70,1454.png,high
1454_occluded.png,59-E1 086.70,1454.png,occluded
1455_low.png,59-S2 288.34,1455.png,low
1455_medium.png,59-S2 288.34,1455.png,medium
1455_high.png,59-S2 288.34,1455.png,high
1455_occluded.png,59-S2 288.34,1455.png,occluded
1456_low.png,54-S1 3034,1456.png,low
1456_medium.png,54-S1 3034,1456.png,medium
1456_high.png,54-S1 3034,1456.png,high
1456_occluded.png,54-S1 3034,1456.png,occluded
1457_low.png,52-X4 7344,1457.png,low
1457_medium.png,52-X4 7344,1457.png,medium
1457_high.png,52-X4 7344,1457.png,high
1457_occluded.png,52-X4 7344,1457.png,occluded
1459_low.png,59-T1 183.62,1459.png,low
1459_medium.png,59-T1 183.62,1459.png,medium
1459_high.png,59-T1 183.62,1459.png,high
1459_occluded.png,59-T1 183.62,1459.png,occluded
1461_low.png,59-V1 715.41,1461.png,low
1461_medium.png,59-V1 715.41,1461.png,medium
1461_high.png,59-V1 715.41,1461.png,high
1461_occluded.png,59-V1 715.41,1461.png,occluded
1463_low.png,51-L7 3998,1463.png,low
1463_medium.png,51-L7 3998,1463.png,medium
1463_high.png,51-L7 3998,1463.png,high
1463_occluded.png,51-L7 3998,1463.png,occluded
1464_low.png,59-C2 316.01,1464.png,low
1464_medium.png,59-C2 316.01,1464.png,medium
1464_high.png,59-C2 316.01,1464.png,high
1464_occluded.png,59-C2 316.01,1464.png,occluded
1465_low.png,59-F1 140.64,1465.png,low
1465_medium.png,59-F1 140.64,1465.png,medium
1465_high.png,59-F1 140.64,1465.png,high
1465_occluded.png,59-F1 140.64,1465.png,occluded
1466_low.png,59-U1 918.97,1466.png,low
1466_medium.png,59-U1 918.97,1466.png,medium
1466_high.png,59-U1 918.97,1466.png,high
1466_occluded.png,59-U1 918.97,1466.png,occluded
1467_low.png,59-P2 111.20,1467.png,low
1467_medium.png,59-P2 111.20,1467.png,medium
