img,plate,source_img,augment_type,clean_plate,group_id,split
1269_medium.png,59-D1 063.99,1269.png,medium,59D106399,59D106399,train
1269_high.png,59-D1 063.99,1269.png,high,59D106399,59D106399,train
1269_occluded.png,59-D1 063.99,1269.png,occluded,59D106399,59D106399,train
1270_low.png,59-V1 914.60,1270.png,low,59V191460,59V191460,train
1270_medium.png,59-V1 914.60,1270.png,medium,59V191460,59V191460,train
1270_high.png,59-V1 914.60,1270.png,high,59V191460,59V191460,train
1270_occluded.png,59-V1 914.60,1270.png,occluded,59V191460,59V191460,train
1271_low.png,55-P4 8426,1271.png,low,55P48426,55P48426,train
1271_medium.png,55-P4 8426,1271.png,medium,55P48426,55P48426,train
1271_high.png,55-P4 8426,1271.png,high,55P48426,55P48426,train
1271_occluded.png,55-P4 8426,1271.png,occluded,55P48426,55P48426,train
1272_low.png,54-V6 6004,1272.png,low,54V66004,54V66004,train
1272_medium.png,54-V6 6004,1272.png,medium,54V66004,54V66004,train
1272_high.png,54-V6 6004,1272.png,high,54V66004,54V66004,train
1272_occluded.png,54-V6 6004,1272.png,occluded,54V66004,54V66004,train
1273_low.png,71-S5 5600,1273.png,low,71S55600,71S55600,train
1273_medium.png,71-S5 5600,1273.png,medium,71S55600,71S55600,train
1273_high.png,71-S5 5600,1273.png,high,71S55600,71S55600,train
1273_occluded.png,71-S5 5600,1273.png,occluded,71S55600,71S55600,train
1277_low.png,59-K1 440.76,1277.png,low,59K144076,59K144076,train
1277_medium.png,59-K1 440.76,1277.png,medium,59K144076,59K144076,train
1277_high.png,59-K1 440.76,1277.png,high,59K144076,59K144076,train
1277_occluded.png,59-K1 440.76,1277.png,occluded,59K144076,59K144076,train
1279_low.png,60-B5 625.83,1279.png,low,60B562583,60B562583,train
1279_medium.png,60-B5 625.83,1279.png,medium,60B562583,60B562583,train
1279_high.png,60-B5 625.83,1279.png,high,60B562583,60B562583,train
1279_occluded.png,60-B5 625.83,1279.png,occluded,60B562583,60B562583,train
1282_low.png,59-M1 707.91,1282.png,low,59M170791,59M170791,train
1282_medium.png,59-M1 707.91,1282.png,medium,59M170791,59M170791,train
1282_high.png,59-M1 707.91,1282.png,high,59M170791,59M170791,train
1282_occluded.png,59-M1 707.91,1282.png,occluded,59M170791,59M170791,train
1284_low.png,59-A3 086.42,1284.png,low,59A308642,59A308642,train
1284_medium.png,59-A3 086.42,1284.png,medium,59A308642,59A308642,train
1284_high.png,59-A3 086.42,1284.png,high,59A308642,59A308642,train
1284_occluded.png,59-A3 086.42,1284.png,occluded,59A308642,59A308642,train
1285_low.png,59-L2 273.45,1285.png,low,59L227345,59L227345,train
1285_medium.png,59-L2 273.45,1285.png,medium,59L227345,59L227345,train
1285_high.png,59-L2 273.45,1285.png,high,59L227345,59L227345,train
1285_occluded.png,59-L2 273.45,1285.png,occluded,59L227345,59L227345,train
1287_low.png,59-T1 554.24,1287.png,low,59T155424,59T155424,train
1287_medium.png,59-T1 554.24,1287.png,medium,59T155424,59T155424,train
1287_high.png,59-T1 554.24,1287.png,high,59T155424,59T155424,train
1287_occluded.png,59-T1 554.24,1287.png,occluded,59T155424,59T155424,train
1288_low.png,59-F1 030.55,1288.png,low,59F103055,59F103055,train
1288_medium.png,59-F1 030.55,1288.png,medium,59F103055,59F103055,train
1288_high.png,59-F1 030.55,1288.png,high,59F103055,59F103055,train
1288_occluded.png,59-F1 030.55,1288.png,occluded,59F103055,59F103055,train
1291_low.png,59-T1 536.68,1291.png,low,59T153668,59T153668,train
1291_medium.png,59-T1 536.68,1291.png,medium,59T153668,59T153668,train
1291_high.png,59-T1 536.68,1291.png,high,59T153668,59T153668,train
1291_occluded.png,59-T1 536.68,1291.png,occluded,59T153668,59T153668,train
1292_low.png,59-H1 194.66,1292.png,low,59H119466,59H119466,train
1292_medium.png,59-H1 194.66,1292.png,medium,59H119466,59H119466,train
1292_high.png,59-H1 194.66,1292.png,high,59H119466,59H119466,train
1292_occluded.png,59-H1 194.66,1292.png,occluded,59H119466,59H119466,train
1293_low.png,59-F1 714.78,1293.png,low,59F171478,59F171478,train
1293_medium.png,59-F1 714.78,1293.png,medium,59F171478,59F171478,train
1293_high.png,59-F1 714.78,1293.png,high,59F171478,59F171478,train
1293_occluded.png,59-F1 714.78,1293.png,occluded,59F171478,59F171478,train
1296_low.png,76-H1 061.61,1296.png,low,76H106161,76H106161,train
1296_medium.png,76-H1 061.61,1296.png,medium,76H106161,76H106161,train
1296_high.png,76-H1 061.61,1296.png,high,76H106161,76H106161,train
1296_occluded.png,76-H1 061.61,1296.png,occluded,76H106161,76H106161,train
1297_low.png,59-N2 437.56,1297.png,low,59N243756,59N243756,train
1297_medium.png,59-N2 437.56,1297.png,medium,59N243756,59N243756,train
1297_high.png,59-N2 437.56,1297.png,high,59N243756,59N243756,train
1297_occluded.png,59-N2 437.56,1297.png,occluded,59N243756,59N243756,train
1303_low.png,59-T1 661.53,1303.png,low,59T166153,59T166153,train
1303_medium.png,59-T1 661.53,1303.png,medium,59T166153,59T166153,train
1303_high.png,59-T1 661.53,1303.png,high,59T166153,59T166153,train
1303_occluded.png,59-T1 661.53,1303.png,occluded,59T166153,59T166153,train
1304_low.png,59-S2 015.72,1304.png,low,59S201572,59S201572,train
1304_medium.png,59-S2 015.72,1304.png,medium,59S201572,59S201572,train
1304_high.png,59-S2 015.72,1304.png,high,59S201572,59S201572,train
1304_occluded.png,59-S2 015.72,1304.png,occluded,59S201572,59S201572,train
1306_low.png,59-C1 287.40,1306.png,low,59C128740,59C128740,train
1306_medium.png,59-C1 287.40,1306.png,medium,59C128740,59C128740,train
1306_high.png,59-C1 287.40,1306.png,high,59C128740,59C128740,train
1306_occluded.png,59-C1 287.40,1306.png,occluded,59C128740,59C128740,train
1307_low.png,50-N1 074.28,1307.png,low,50N107428,50N107428,train
1307_medium.png,50-N1 074.28,1307.png,medium,50N107428,50N107428,train
1307_high.png,50-N1 074.28,1307.png,high,50N107428,50N107428,train
1307_occluded.png,50-N1 074.28,1307.png,occluded,50N107428,50N107428,train
1312_low.png,59-E1 582.84,1312.png,low,59E158284,59E158284,train
1312_medium.png,59-E1 582.84,1312.png,medium,59E158284,59E158284,train
1312_high.png,59-E1 582.84,1312.png,high,59E158284,59E158284,train
1312_occluded.png,59-E1 582.84,1312.png,occluded,59E158284,59E158284,train
1313_low.png,59-T1 561.50,1313.png,low,59T156150,59T156150,train
1313_medium.png,59-T1 561.50,1313.png,medium,59T156150,59T156150,train
1313_high.png,59-T1 561.50,1313.png,high,59T156150,59T156150,train
1313_occluded.png,59-T1 561.50,1313.png,occluded,59T156150,59T156150,train
1314_low.png,86-B6 246.82,1314.png,low,86B624682,86B624682,train
1314_medium.png,86-B6 246.82,1314.png,medium,86B624682,86B624682,train
1314_high.png,86-B6 246.82,1314.png,high,86B624682,86B624682,train
1314_occluded.png,86-B6 246.82,1314.png,occluded,86B624682,86B624682,train
1315_low.png,66-K1 206.70,1315.png,low,66K120670,66K120670,train
1315_medium.png,66-K1 206.70,1315.png,medium,66K120670,66K120670,train
1315_high.png,66-K1 206.70,1315.png,high,66K120670,66K120670,train
1315_occluded.png,66-K1 206.70,1315.png,occluded,66K120670,66K120670,train
1317_low.png,59-M1 118.11,1317.png,low,59M111811,59M111811,train
1317_medium.png,59-M1 118.11,1317.png,medium,59M111811,59M111811,train
1317_high.png,59-M1 118.11,1317.png,high,59M111811,59M111811,train
1317_occluded.png,59-M1 118.11,1317.png,occluded,59M111811,59M111811,train
1319_low.png,66-P1 5967,1319.png,low,66P15967,66P15967,train
1319_medium.png,66-P1 5967,1319.png,medium,66P15967,66P15967,train
1319_high.png,66-P1 5967,1319.png,high,66P15967,66P15967,train
1319_occluded.png,66-P1 5967,1319.png,occluded,66P15967,66P15967,train
1321_low.png,16-P9 6204,1321.png,low,16P96204,16P96204,train
1321_medium.png,16-P9 6204,1321.png,medium,16P96204,16P96204,train
1321_high.png,16-P9 6204,1321.png,high,16P96204,16P96204,train
1321_occluded.png,16-P9 6204,1321.png,occluded,16P96204,16P96204,train
1323_low.png,63-H2 7326,1323.png,low,63H27326,63H27326,train
1323_medium.png,63-H2 7326,1323.png,medium,63H27326,63H27326,train
1323_high.png,63-H2 7326,1323.png,high,63H27326,63H27326,train
1323_occluded.png,63-H2 7326,1323.png,occluded,63H27326,63H27326,train
1325_low.png,72-T2 8629,1325.png,low,72T28629,72T28629,train
1325_medium.png,72-T2 8629,1325.png,medium,72T28629,72T28629,train
1325_high.png,72-T2 8629,1325.png,high,72T28629,72T28629,train
1325_occluded.png,72-T2 8629,1325.png,occluded,72T28629,72T28629,train
1326_low.png,51-H3 6696,1326.png,low,51H36696,51H36696,train
1326_medium.png,51-H3 6696,1326.png,medium,51H36696,51H36696,train
1326_high.png,51-H3 6696,1326.png,high,51H36696,51H36696,train
1326_occluded.png,51-H3 6696,1326.png,occluded,51H36696,51H36696,train
1329_low.png,59-T1 772.07,1329.png,low,59T177207,59T177207,train
1329_medium.png,59-T1 772.07,1329.png,medium,59T177207,59T177207,train
1329_high.png,59-T1 772.07,1329.png,high,59T177207,59T177207,train
1329_occluded.png,59-T1 772.07,1329.png,occluded,59T177207,59T177207,train
1330_low.png,59-S2 352.05,1330.png,low,59S235205,59S235205,train
1330_medium.png,59-S2 352.05,1330.png,medium,59S235205,59S235205,train
1330_high.png,59-S2 352.05,1330.png,high,59S235205,59S235205,train
1330_occluded.png,59-S2 352.05,1330.png,occluded,59S235205,59S235205,train
1332_low.png,59-H1 528.50,1332.png,low,59H152850,59H152850,train
1332_medium.png,59-H1 528.50,1332.png,medium,59H152850,59H152850,train
1332_high.png,59-H1 528.50,1332.png,high,59H152850,59H152850,train
1332_occluded.png,59-H1 528.50,1332.png,occluded,59H152850,59H152850,train
1333_low.png,83-P2 131.73,1333.png,low,83P213173,83P213173,train
1333_medium.png,83-P2 131.73,1333.png,medium,83P213173,83P213173,train
1333_high.png,83-P2 131.73,1333.png,high,83P213173,83P213173,train
1333_occluded.png,83-P2 131.73,1333.png,occluded,83P213173,83P213173,train
1336_low.png,59-D1 669.74,1336.png,low,59D166974,59D166974,train
1336_medium.png,59-D1 669.74,1336.png,medium,59D166974,59D166974,train
1336_high.png,59-D1 669.74,1336.png,high,59D166974,59D166974,train
1336_occluded.png,59-D1 669.74,1336.png,occluded,59D166974,59D166974,train
1337_low.png,59-F1 474.04,1337.png,low,59F147404,59F147404,train
1337_medium.png,59-F1 474.04,1337.png,medium,59F147404,59F147404,train
1337_high.png,59-F1 474.04,1337.png,high,59F147404,59F147404,train
1337_occluded.png,59-F1 474.04,1337.png,occluded,59F147404,59F147404,train
1341_low.png,59-U1 202.74,1341.png,low,59U120274,59U120274,train
1341_medium.png,59-U1 202.74,1341.png,medium,59U120274,59U120274,train
1341_high.png,59-U1 202.74,1341.png,high,59U120274,59U120274,train
1341_occluded.png,59-U1 202.74,1341.png,occluded,59U120274,59U120274,train
1347_low.png,59-H1 330.46,1347.png,low,59H133046,59H133046,train
1347_medium.png,59-H1 330.46,1347.png,medium,59H133046,59H133046,train
1347_high.png,59-H1 330.46,1347.png,high,59H133046,59H133046,train
1347_occluded.png,59-H1 330.46,1347.png,occluded,59H133046,59H133046,train
1351_low.png,51-R5 2701,1351.png,low,51R52701,51R52701,train
1351_medium.png,51-R5 2701,1351.png,medium,51R52701,51R52701,train
1351_high.png,51-R5 2701,1351.png,high,51R52701,51R52701,train
1351_occluded.png,51-R5 2701,1351.png,occluded,51R52701,51R52701,train
1353_low.png,72-H7 3227,1353.png,low,72H73227,72H73227,train
1353_medium.png,72-H7 3227,1353.png,medium,72H73227,72H73227,train
1353_high.png,72-H7 3227,1353.png,high,72H73227,72H73227,train
1353_occluded.png,72-H7 3227,1353.png,occluded,72H73227,72H73227,train
1354_low.png,59-P1 526.39,1354.png,low,59P152639,59P152639,train
1354_medium.png,59-P1 526.39,1354.png,medium,59P152639,59P152639,train
1354_high.png,59-P1 526.39,1354.png,high,59P152639,59P152639,train
1354_occluded.png,59-P1 526.39,1354.png,occluded,59P152639,59P152639,train
1356_low.png,84-L1 325.47,1356.png,low,84L132547,84L132547,train
1356_medium.png,84-L1 325.47,1356.png,medium,84L132547,84L132547,train
1356_high.png,84-L1 325.47,1356.png,high,84L132547,84L132547,train
1356_occluded.png,84-L1 325.47,1356.png,occluded,84L132547,84L132547,train
1357_low.png,59-C2 492.00,1357.png,low,59C249200,59C249200,train
1357_medium.png,59-C2 492.00,1357.png,medium,59C249200,59C249200,train
1357_high.png,59-C2 492.00,1357.png,high,59C249200,59C249200,train
1357_occluded.png,59-C2 492.00,1357.png,occluded,59C249200,59C249200,train
1358_low.png,59-L2 324.73,1358.png,low,59L232473,59L232473,train
1358_medium.png,59-L2 324.73,1358.png,medium,59L232473,59L232473,train
1358_high.png,59-L2 324.73,1358.png,high,59L232473,59L232473,train
1358_occluded.png,59-L2 324.73,1358.png,occluded,59L232473,59L232473,train
1359_low.png,59-U1 797.51,1359.png,low,59U179751,59U179751,train
1359_medium.png,59-U1 797.51,1359.png,medium,59U179751,59U179751,train
1359_high.png,59-U1 797.51,1359.png,high,59U179751,59U179751,train
1359_occluded.png,59-U1 797.51,1359.png,occluded,59U179751,59U179751,train
1360_low.png,59-C1 496.84,1360.png,low,59C149684,59C149684,train
1360_medium.png,59-C1 496.84,1360.png,medium,59C149684,59C149684,train
1360_high.png,59-C1 496.84,1360.png,high,59C149684,59C149684,train
1360_occluded.png,59-C1 496.84,1360.png,occluded,59C149684,59C149684,train
1362_low.png,49-B1 208.07,1362.png,low,49B120807,49B120807,train
1362_medium.png,49-B1 208.07,1362.png,medium,49B120807,49B120807,train
1362_high.png,49-B1 208.07,1362.png,high,49B120807,49B120807,train
1362_occluded.png,49-B1 208.07,1362.png,occluded,49B120807,49B120807,train
1363_low.png,54-V1 4819,1363.png,low,54V14819,54V14819,train
1363_medium.png,54-V1 4819,1363.png,medium,54V14819,54V14819,train
1363_high.png,54-V1 4819,1363.png,high,54V14819,54V14819,train
1363_occluded.png,54-V1 4819,1363.png,occluded,54V14819,54V14819,train
1364_low.png,68-F5 5727,1364.png,low,68F55727,68F55727,train
1364_medium.png,68-F5 5727,1364.png,medium,68F55727,68F55727,train
1364_high.png,68-F5 5727,1364.png,high,68F55727,68F55727,train
1364_occluded.png,68-F5 5727,1364.png,occluded,68F55727,68F55727,train
1365_low.png,51-L3 8385,1365.png,low,51L38385,51L38385,train
1365_medium.png,51-L3 8385,1365.png,medium,51L38385,51L38385,train
1365_high.png,51-L3 8385,1365.png,high,51L38385,51L38385,train
1365_occluded.png,51-L3 8385,1365.png,occluded,51L38385,51L38385,train
1366_low.png,54-T1 5417,1366.png,low,54T15417,54T15417,train
1366_medium.png,54-T1 5417,1366.png,medium,54T15417,54T15417,train
1366_high.png,54-T1 5417,1366.png,high,54T15417,54T15417,train
1366_occluded.png,54-T1 5417,1366.png,occluded,54T15417,54T15417,train
1369_low.png,72-L2 1703,1369.png,low,72L21703,72L21703,train
1369_medium.png,72-L2 1703,1369.png,medium,72L21703,72L21703,train
1369_high.png,72-L2 1703,1369.png,high,72L21703,72L21703,train
1369_occluded.png,72-L2 1703,1369.png,occluded,72L21703,72L21703,train
1372_low.png,59-T1 466.85,1372.png,low,59T146685,59T146685,train
1372_medium.png,59-T1 466.85,1372.png,medium,59T146685,59T146685,train
1372_high.png,59-T1 466.85,1372.png,high,59T146685,59T146685,train
1372_occluded.png,59-T1 466.85,1372.png,occluded,59T146685,59T146685,train
1373_low.png,59-S1 757.15,1373.png,low,59S175715,59S175715,train
1373_medium.png,59-S1 757.15,1373.png,medium,59S175715,59S175715,train
1373_high.png,59-S1 757.15,1373.png,high,59S175715,59S175715,train
1373_occluded.png,59-S1 757.15,1373.png,occluded,59S175715,59S175715,train
1375_low.png,66-L3 6400,1375.png,low,66L36400,66L36400,train
1375_medium.png,66-L3 6400,1375.png,medium,66L36400,66L36400,train
1375_high.png,66-L3 6400,1375.png,high,66L36400,66L36400,train
1375_occluded.png,66-L3 6400,1375.png,occluded,66L36400,66L36400,train
1376_low.png,59-C2 593.32,1376.png,low,59C259332,59C259332,train
1376_medium.png,59-C2 593.32,1376.png,medium,59C259332,59C259332,train
1376_high.png,59-C2 593.32,1376.png,high,59C259332,59C259332,train
1376_occluded.png,59-C2 593.32,1376.png,occluded,59C259332,59C259332,train
1381_low.png,53-S6 2722,1381.png,low,53S62722,53S62722,train
1381_medium.png,53-S6 2722,1381.png,medium,53S62722,53S62722,train
1381_high.png,53-S6 2722,1381.png,high,53S62722,53S62722,train
1381_occluded.png,53-S6 2722,1381.png,occluded,53S62722,53S62722,train
1382_low.png,84-L1 272.71,1382.png,low,84L127271,84L127271,train
1382_medium.png,84-L1 272.71,1382.png,medium,84L127271,84L127271,train
1382_high.png,84-L1 272.71,1382.png,high,84L127271,84L127271,train
1382_occluded.png,84-L1 272.71,1382.png,occluded,84L127271,84L127271,train
1384_low.png,59-C1 058.99,1384.png,low,59C105899,59C105899,train
1384_medium.png,59-C1 058.99,1384.png,medium,59C105899,59C105899,train
1384_high.png,59-C1 058.99,1384.png,high,59C105899,59C105899,train
1384_occluded.png,59-C1 058.99,1384.png,occluded,59C105899,59C105899,train
1386_low.png,76-V6 3429,1386.png,low,76V63429,76V63429,train
1386_medium.png,76-V6 3429,1386.png,medium,76V63429,76V63429,train
1386_high.png,76-V6 3429,1386.png,high,76V63429,76V63429,train
1386_occluded.png,76-V6 3429,1386.png,occluded,76V63429,76V63429,train
1388_low.png,59-S1 682.87,1388.png,low,59S168287,59S168287,train
1388_medium.png,59-S1 682.87,1388.png,medium,59S168287,59S168287,train
1388_high.png,59-S1 682.87,1388.png,high,59S168287,59S168287,train
1388_occluded.png,59-S1 682.87,1388.png,occluded,59S168287,59S168287,train
1390_low.png,63-B2 163.53,1390.png,low,63B216353,63B216353,train
1390_medium.png,63-B2 163.53,1390.png,medium,63B216353,63B216353,train
1390_high.png,63-B2 163.53,1390.png,high,63B216353,63B216353,train
1390_occluded.png,63-B2 163.53,1390.png,occluded,63B216353,63B216353,train
1392_low.png,54-T1 6084,1392.png,low,54T16084,54T16084,train
1392_medium.png,54-T1 6084,1392.png,medium,54T16084,54T16084,train
1392_high.png,54-T1 6084,1392.png,high,54T16084,54T16084,train
1392_occluded.png,54-T1 6084,1392.png,occluded,54T16084,54T16084,train
1393_low.png,47-N7 6992,1393.png,low,47N76992,47N76992,train
1393_medium.png,47-N7 6992,1393.png,medium,47N76992,47N76992,train
1393_high.png,47-N7 6992,1393.png,high,47N76992,47N76992,train
1393_occluded.png,47-N7 6992,1393.png,occluded,47N76992,47N76992,train
1394_low.png,59-X1 493.69,1394.png,low,59X149369,59X149369,train
1394_medium.png,59-X1 493.69,1394.png,medium,59X149369,59X149369,train
1394_high.png,59-X1 493.69,1394.png,high,59X149369,59X149369,train
1394_occluded.png,59-X1 493.69,1394.png,occluded,59X149369,59X149369,train
1395_low.png,47-L1 099.77,1395.png,low,47L109977,47L109977,train
1395_medium.png,47-L1 099.77,1395.png,medium,47L109977,47L109977,train
1395_high.png,47-L1 099.77,1395.png,high,47L109977,47L109977,train
1395_occluded.png,47-L1 099.77,1395.png,occluded,47L109977,47L109977,train
1396_low.png,72-H1 173.59,1396.png,low,72H117359,72H117359,train
1396_medium.png,72-H1 173.59,1396.png,medium,72H117359,72H117359,train
1396_high.png,72-H1 173.59,1396.png,high,72H117359,72H117359,train
1396_occluded.png,72-H1 173.59,1396.png,occluded,72H117359,72H117359,train
1399_low.png,59-F1 497.59,1399.png,low,59F149759,59F149759,train
1399_medium.png,59-F1 497.59,1399.png,medium,59F149759,59F149759,train
1399_high.png,59-F1 497.59,1399.png,high,59F149759,59F149759,train
1399_occluded.png,59-F1 497.59,1399.png,occluded,59F149759,59F149759,train
1402_low.png,59-U1 515.95,1402.png,low,59U151595,59U151595,train
1402_medium.png,59-U1 515.95,1402.png,medium,59U151595,59U151595,train
1402_high.png,59-U1 515.95,1402.png,high,59U151595,59U151595,train
1402_occluded.png,59-U1 515.95,1402.png,occluded,59U151595,59U151595,train
1403_low.png,77-G1 257.59,1403.png,low,77G125759,77G125759,train
1403_medium.png,77-G1 257.59,1403.png,medium,77G125759,77G125759,train
1403_high.png,77-G1 257.59,1403.png,high,77G125759,77G125759,train
1403_occluded.png,77-G1 257.59,1403.png,occluded,77G125759,77G125759,train
1404_low.png,59-H1 468.28,1404.png,low,59H146828,59H146828,train
1404_medium.png,59-H1 468.28,1404.png,medium,59H146828,59H146828,train
1404_high.png,59-H1 468.28,1404.png,high,59H146828,59H146828,train
1404_occluded.png,59-H1 468.28,1404.png,occluded,59H146828,59H146828,train
1405_low.png,59-K1 406.50,1405.png,low,59K140650,59K140650,train
1405_medium.png,59-K1 406.50,1405.png,medium,59K140650,59K140650,train
1405_high.png,59-K1 406.50,1405.png,high,59K140650,59K140650,train
1405_occluded.png,59-K1 406.50,1405.png,occluded,59K140650,59K140650,train
1406_low.png,59-F1 561.29,1406.png,low,59F156129,59F156129,train
1406_medium.png,59-F1 561.29,1406.png,medium,59F156129,59F156129,train
1406_high.png,59-F1 561.29,1406.png,high,59F156129,59F156129,train
1406_occluded.png,59-F1 561.29,1406.png,occluded,59F156129,59F156129,train
1408_low.png,51-R3 2161,1408.png,low,51R32161,51R32161,train
1408_medium.png,51-R3 2161,1408.png,medium,51R32161,51R32161,train
1408_high.png,51-R3 2161,1408.png,high,51R32161,51R32161,train
1408_occluded.png,51-R3 2161,1408.png,occluded,51R32161,51R32161,train
1411_low.png,51-S6 3577,1411.png,low,51S63577,51S63577,train
1411_medium.png,51-S6 3577,1411.png,medium,51S63577,51S63577,train
1411_high.png,51-S6 3577,1411.png,high,51S63577,51S63577,train
1411_occluded.png,51-S6 3577,1411.png,occluded,51S63577,51S63577,train
1414_low.png,59-X2 814.67,1414.png,low,59X281467,59X281467,train
1414_medium.png,59-X2 814.67,1414.png,medium,59X281467,59X281467,train
1414_high.png,59-X2 814.67,1414.png,high,59X281467,59X281467,train
1414_occluded.png,59-X2 814.67,1414.png,occluded,59X281467,59X281467,train
1417_low.png,59-U1 849.00,1417.png,low,59U184900,59U184900,train
1417_medium.png,59-U1 849.00,1417.png,medium,59U184900,59U184900,train
1417_high.png,59-U1 849.00,1417.png,high,59U184900,59U184900,train
1417_occluded.png,59-U1 849.00,1417.png,occluded,59U184900,59U184900,train
1418_low.png,71-B2 898.37,1418.png,low,71B289837,71B289837,train
1418_medium.png,71-B2 898.37,1418.png,medium,71B289837,71B289837,train
1418_high.png,71-B2 898.37,1418.png,high,71B289837,71B289837,train
1418_occluded.png,71-B2 898.37,1418.png,occluded,71B289837,71B289837,train
1420_low.png,50-DC 3878,1420.png,low,50DC3878,50DC3878,train
1420_medium.png,50-DC 3878,1420.png,medium,50DC3878,50DC3878,train
1420_high.png,50-DC 3878,1420.png,high,50DC3878,50DC3878,train
1420_occluded.png,50-DC 3878,1420.png,occluded,50DC3878,50DC3878,train
1422_low.png,60-B5 118.27,1422.png,low,60B511827,60B511827,train
1422_medium.png,60-B5 118.27,1422.png,medium,60B511827,60B511827,train
1422_high.png,60-B5 118.27,1422.png,high,60B511827,60B511827,train
1422_occluded.png,60-B5 118.27,1422.png,occluded,60B511827,60B511827,train
1423_low.png,59-G1 152.55,1423.png,low,59G115255,59G115255,train
1423_medium.png,59-G1 152.55,1423.png,medium,59G115255,59G115255,train
1423_high.png,59-G1 152.55,1423.png,high,59G115255,59G115255,train
1423_occluded.png,59-G1 152.55,1423.png,occluded,59G115255,59G115255,train
1424_low.png,59-C1 707.73,1424.png,low,59C170773,59C170773,train
1424_medium.png,59-C1 707.73,1424.png,medium,59C170773,59C170773,train
1424_high.png,59-C1 707.73,1424.png,high,59C170773,59C170773,train
1424_occluded.png,59-C1 707.73,1424.png,occluded,59C170773,59C170773,train
1425_low.png,59-C1 677.90,1425.png,low,59C167790,59C167790,train
1425_medium.png,59-C1 677.90,1425.png,medium,59C167790,59C167790,train
1425_high.png,59-C1 677.90,1425.png,high,59C167790,59C167790,train
1425_occluded.png,59-C1 677.90,1425.png,occluded,59C167790,59C167790,train
1426_low.png,62-N1 327.46,1426.png,low,62N132746,62N132746,train
1426_medium.png,62-N1 327.46,1426.png,medium,62N132746,62N132746,train
1426_high.png,62-N1 327.46,1426.png,high,62N132746,62N132746,train
1426_occluded.png,62-N1 327.46,1426.png,occluded,62N132746,62N132746,train
1428_low.png,54-S1 6830,1428.png,low,54S16830,54S16830,train
1428_medium.png,54-S1 6830,1428.png,medium,54S16830,54S16830,train
1428_high.png,54-S1 6830,1428.png,high,54S16830,54S16830,train
1428_occluded.png,54-S1 6830,1428.png,occluded,54S16830,54S16830,train
1429_low.png,86-C1 475.15,1429.png,low,86C147515,86C147515,train
1429_medium.png,86-C1 475.15,1429.png,medium,86C147515,86C147515,train
1429_high.png,86-C1 475.15,1429.png,high,86C147515,86C147515,train
1429_occluded.png,86-C1 475.15,1429.png,occluded,86C147515,86C147515,train
1430_low.png,92-N1 030.03,1430.png,low,92N103003,92N103003,train
1430_medium.png,92-N1 030.03,1430.png,medium,92N103003,92N103003,train
1430_high.png,92-N1 030.03,1430.png,high,92N103003,92N103003,train
1430_occluded.png,92-N1 030.03,1430.png,occluded,92N103003,92N103003,train
1435_low.png,54-T4 0987,1435.png,low,54T40987,54T40987,train
1435_medium.png,54-T4 0987,1435.png,medium,54T40987,54T40987,train
1435_high.png,54-T4 0987,1435.png,high,54T40987,54T40987,train
1435_occluded.png,54-T4 0987,1435.png,occluded,54T40987,54T40987,train
1437_low.png,59-M1 608.86,1437.png,low,59M160886,59M160886,train
1437_medium.png,59-M1 608.86,1437.png,medium,59M160886,59M160886,train
1437_high.png,59-M1 608.86,1437.png,high,59M160886,59M160886,train
1437_occluded.png,59-M1 608.86,1437.png,occluded,59M160886,59M160886,train
1438_low.png,59-Y1 423.23,1438.png,low,59Y142323,59Y142323,train
1438_medium.png,59-Y1 423.23,1438.png,medium,59Y142323,59Y142323,train
1438_high.png,59-Y1 423.23,1438.png,high,59Y142323,59Y142323,train
1438_occluded.png,59-Y1 423.23,1438.png,occluded,59Y142323,59Y142323,train
1439_low.png,59-X1 564.19,1439.png,low,59X156419,59X156419,train
1439_medium.png,59-X1 564.19,1439.png,medium,59X156419,59X156419,train
1439_high.png,59-X1 564.19,1439.png,high,59X156419,59X156419,train
1439_occluded.png,59-X1 564.19,1439.png,occluded,59X156419,59X156419,train
1443_low.png,54-S5 0882,1443.png,low,54S50882,54S50882,train
1443_medium.png,54-S5 0882,1443.png,medium,54S50882,54S50882,train
1443_high.png,54-S5 0882,1443.png,high,54S50882,54S50882,train
1443_occluded.png,54-S5 0882,1443.png,occluded,54S50882,54S50882,train
1444_low.png,59-S1 318.86,1444.png,low,59S131886,59S131886,train
1444_medium.png,59-S1 318.86,1444.png,medium,59S131886,59S131886,train
1444_high.png,59-S1 318.86,1444.png,high,59S131886,59S131886,train
1444_occluded.png,59-S1 318.86,1444.png,occluded,59S131886,59S131886,train
1445_low.png,59-V1 677.47,1445.png,low,59V167747,59V167747,train
1445_medium.png,59-V1 677.47,1445.png,medium,59V167747,59V167747,train
1445_high.png,59-V1 677.47,1445.png,high,59V167747,59V167747,train
1445_occluded.png,59-V1 677.47,1445.png,occluded,59V167747,59V167747,train
1448_low.png,59-M1 974.89,1448.png,low,59M197489,59M197489,train
1448_medium.png,59-M1 974.89,1448.png,medium,59M197489,59M197489,train
1448_high.png,59-M1 974.89,1448.png,high,59M197489,59M197489,train
1448_occluded.png,59-M1 974.89,1448.png,occluded,59M197489,59M197489,train
1451_low.png,59-C2 506.21,1451.png,low,59C250621,59C250621,train
1451_medium.png,59-C2 506.21,1451.png,medium,59C250621,59C250621,train
